mainCategory,title,averageRating,ratingNumber,features,description,price,images,videos,store,categories,parent asin,boughtTogether,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Amazon.com Gift Card in Gold Hearts Box,4.9,6929,"Gift Card is affixed inside a gift box', 'Gift amount may not be printed on Gift Cards', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier'","""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for - even if you don't know what it is. Amazon.com Gift Cards are redeemable for millions of items across Amazon.com. Item delivered is a single physical Amazon.com Gift Card nested inside or with a free gift accessory.""",25,"{'thumb': 'https://m.media-amazon.com/images/I/51qITcK5zdL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51qITcK5zdL.jpg', 'variant': 'MAIN', 'hi res': 'https://m.media-amazon.com/images/I/81mtzKSkQxL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41TdncoYlgL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41TdncoYlgL.jpg', 'variant': 'PT01', 'hi res': 'https://m.media-amazon.com/images/I/71SX+uleEwL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41UgmLVAChL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41UgmLVAChL.jpg', 'variant': 'PT02', 'hi res': 'https://m.media-amazon.com/images/I/715u2jk7puL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41lpyllokuL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41lpyllokuL.jpg', 'variant': 'PT03', 'hi res': 'https://m.media-amazon.com/images/I/81IrHKW0wNL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31bAT+Dc4fL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/31bAT+Dc4fL.jpg', 'variant': 'PT12', 'hi res': None}",,Amazon,"Gift Cards', 'Occasions', ""Mother's Day""",B018Y7OGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Amazon.com Gift Card in a Black Gift Box (Thank You Card Design),4.7,360,"Gift Card is nested inside a specialty gift box', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier'","""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for - even if you don't know what it is. Amazon.com Gift Cards are redeemable for millions of items across Amazon.com. Item delivered is a single physical Amazon.com Gift Card nested inside a tin Gift Box.""",,"{'thumb': 'https://m.media-amazon.com/images/I/41RBBaD6ggL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41RBBaD6ggL.jpg', 'variant': 'MAIN', 'hi res': 'https://m.media-amazon.com/images/I/81ByGgMTFrL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/3114hD7aK3L. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/3114hD7aK3L.jpg', 'variant': 'PT01', 'hi res': 'https://m.media-amazon.com/images/I/71bpJh92uoL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41K+tYbY-+L. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41K+tYbY-+L.jpg', 'variant': 'PT02', 'hi res': 'https://m.media-amazon.com/images/I/71TxU4rjZGL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31GZH1j2v0L. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/31GZH1j2v0L.jpg', 'variant': 'PT03', 'hi res': 'https://m.media-amazon.com/images/I/61UJgp1pQzL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/419skYGXA+L. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/419skYGXA+L.jpg', 'variant': 'PT04', 'hi res': 'https://m.media-amazon.com/images/I/81ZkFXoxK0L. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41OKG4M89kL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41OKG4M89kL.jpg', 'variant': 'PT05', 'hi res': 'https://m.media-amazon.com/images/I/81uwhOYw4IL. SL1500 .jpg'}",,Amazon,"Gift Cards', 'Gift Card Recipients', 'For Him'",B008EN451U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,HotBox Pizza $25 Gift Card,3.9,5,"Redemption: Instore', 'No returns and no refunds on gift cards.'",HotBox Pizza is the community anti-hero for the revolution against pizza mediocrity.',25,"{'thumb': 'https://m.media-amazon.com/images/I/5158h1ecF0L. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/5158h1ecF0L.jpg', 'variant': 'MAIN', 'hi res': None}",,HotBox Pizza,"Gift Cards', 'Gift Card Categories', 'Restaurants'",B071WKH2Y6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Ruby Tuesday Gift Card,4.8,866,"""They'll smile when they get it. They'll smile even more when they use it."", 'Give that special someone the gift of simple fresh American dining.', 'Ruby Tuesday is driven by uncompromising freshness and quality, gracious hospitality and a growing list of restaurants destined to be the envy of the casual dining business.', 'No returns and no refunds on gift cards.'","Some have a gift for great food. Others would love to get one from you. So purchase a Ruby Tuesday gift card and reward your friends and family with fresh, delicious Ruby Tuesday selections. From our Fresh Garden Bar to Americas best burger, from affordable lunch combos to signature entrees, the Ruby Tuesday menu is full of variety and value.'",25,"{'thumb': 'https://m.media-amazon.com/images/I/51OqcGFCwnL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51OqcGFCwnL.jpg', 'variant': 'MAIN', 'hi res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51njOrRMGvL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51njOrRMGvL.jpg', 'variant': 'PT01', 'hi res': 'https://m.media-amazon.com/images/I/91zdBDPUKLL. SL1500 .jpg'}",,Ruby Tuesday,"Gift Cards', 'Gift Card Categories', 'Restaurants'",B00BXLVUZO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Amazon.com Gift Card in a Black Gift Box (Holiday Globe Card Design),4.9,3643,"Gift Card is nested inside a specialty gift box', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier'","""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for - even if you don't know what it is. Amazon.com Gift Cards are redeemable for millions of items across Amazon.com. Item delivered is a single physical Amazon.com Gift Card nested inside a tin Gift Box.""",,"{'thumb': 'https://m.media-amazon.com/images/I/41p7snca6fL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41p7snca6fL.jpg', 'variant': 'MAIN', 'hi res': 'https://m.media-amazon.com/images/I/81ZFQh-nnfL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41d3tky+2iL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41d3tky+2iL.jpg', 'variant': 'PT01', 'hi res': 'https://m.media-amazon.com/images/I/81cMGEcwZrL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41kIa8QF98L. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41kIa8QF98L.jpg', 'variant': 'PT02', 'hi res': 'https://m.media-amazon.com/images/I/81zqSkjoKeL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41jh3KO0WJL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41jh3KO0WJL.jpg', 'variant': 'PT03', 'hi res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41OKG4M89kL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41OKG4M89kL.jpg', 'variant': 'PT05', 'hi res': 'https://m.media-amazon.com/images/I/81uwhOYw4IL. SL1500 .jpg'}",,Amazon,"Gift Cards', 'Gift Card Categories', 'Clothing, Shoes & Accessories'",B005ESMFX8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Amazon.com Gift Card with Greeting Card - $35 (Christmas Tree),5,1,"Plastic Gift card is affixed inside a blank greeting card with a separate mailing envelope', 'No returns and no refunds on Gift cards', 'Gift card has no fees and no expiration date', 'Gift card is redeemable towards millions of items storewide at Amazon.com', 'Free One-Day Shipping'","Amazon.com Gift Cards for Any Occasion', 'Amazon.com Gift Cards arrive inside a blank greeting card, perfect for any gifting occasion.', ""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for--even if you don't know what it is. Recipients can choose from millions of items storewide. Amazon.com Gift Cards never expire, so they can buy something immediately or wait for that sale of a lifetime."", 'Gift cards arrive in a 5 x 7 inch sealed envelope with an additional envelope for gifting. The plastic gift card is attached to the inside of a blank greeting card. Although the greeting card features plenty of room to handwrite a personal message, please note that', 'we cannot print a message directly onto the greeting card', '. You can, however, add a separate gift note which will be printed on the order packing slip that arrives with your gift card. Just check the box to indicate your order is a gift during Checkout.', 'All Amazon.com Gift Cards ship with FREE One-Day shipping.', 'Select One-Day Shipping at Checkout. See details at www.amazon.com/gcshipping.', 'Key Features', 'No expiration, no fees.', 'No expiration, no fees.', 'Fast and free delivery. One-Day Shipping--no charge. See details at www.amazon.com/gcshipping.', 'Fast and free delivery.', 'One-Day Shipping--no charge. See details at www.amazon.com/gcshipping.', 'Redeemable toward millions of items storewide on Amazon.com.', 'Redeemable toward millions of items storewide', 'on Amazon.com.', 'Multiple denominations. Choose your amount from $10 to $2,000.', 'Multiple denominations.', 'Choose your amount from $10 to $2,000.', 'Variety of designs for any occasion.', 'Variety of designs', 'for any occasion.'",,"{'thumb': 'https://m.media-amazon.com/images/I/41lpXYpPPlL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41lpXYpPPlL.jpg', 'variant': 'MAIN', 'hi res': 'https://m.media-amazon.com/images/I/71DBqA-qqhL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41yIPKdjXnL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41yIPKdjXnL.jpg', 'variant': 'PT01', 'hi res': 'https://m.media-amazon.com/images/I/81p9ALXoVaL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31iR3VYrJeL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/31iR3VYrJeL.jpg', 'variant': 'PT02', 'hi res': 'https://m.media-amazon.com/images/I/71337aqa4zL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31jturl3fuL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/31jturl3fuL.jpg', 'variant': 'PT03', 'hi res': 'https://m.media-amazon.com/images/I/71ysHfOxSCL. SL1500 .jpg'}",,Amazon,"Gift Cards', 'Gift Card Recipients', 'For Him'",B009WD17DK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Amazon.com Gift Cards,4.6,919,"Plastic Gift card is affixed inside a blank greeting card with a separate mailing envelope', 'No returns and no refunds on Gift cards', 'Gift card has no fees and no expiration date', 'Gift card is redeemable towards millions of items storewide at Amazon.com', 'Free One-Day Shipping'",,,"{'thumb': 'https://m.media-amazon.com/images/I/31qZHF9CwzL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/31qZHF9CwzL.jpg', 'variant': 'MAIN', 'hi res': None}, {'thumb': 'https://m.media-amazon.com/images/I/31xCLrQn1mL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/31xCLrQn1mL.jpg', 'variant': 'PT01', 'hi res': None}, {'thumb': 'https://m.media-amazon.com/images/I/317ZQtCvFzL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/317ZQtCvFzL.jpg', 'variant': 'PT02', 'hi res': 'https://m.media-amazon.com/images/I/71prFkWJVRL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41Ghp69miZL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41Ghp69miZL.jpg', 'variant': 'PT04', 'hi res': None}",,Amazon,"Gift Cards', 'Gift Cards'",B001H53QDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Amazon.com Gift Card - $30 (Snowboard design) (Previous generation),4.1,11,"Plastic Gift card is affixed inside a blank greeting card with a separate mailing envelope', 'No returns and no refunds on Gift cards', 'Gift card has no fees and no expiration date', 'Gift card is redeemable towards millions of items storewide at Amazon.com', 'Free One-Day Shipping'","""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for - even if you don't know what it is. Amazon.com Gift Cards are redeemable for millions of items across Amazon.com. Item delivered is a single physical Amazon.com Gift Card. Gift card is attached to a folded blank greeting card and is packed in an individual 5.25 x 7.25 inch envelope. Envelope is delivered sealed. An additional 5 x 7 inch unsealed envelope is also provided.""",,"{'thumb': 'https://m.media-amazon.com/images/I/41yqxLMSnIL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41yqxLMSnIL.jpg', 'variant': 'MAIN', 'hi res': 'https://m.media-amazon.com/images/I/71BMiI8V5TL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41Cd+k2Y1ML. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41Cd+k2Y1ML.jpg', 'variant': 'PT01', 'hi res': 'https://m.media-amazon.com/images/I/81FNF3JlKbL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/313PsxhtT6L. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/313PsxhtT6L.jpg', 'variant': 'PT02', 'hi res': 'https://m.media-amazon.com/images/I/71fIpJGNQKL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31XRZm3i9zL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/31XRZm3i9zL.jpg', 'variant': 'PT03', 'hi res': 'https://m.media-amazon.com/images/I/71Q-nwUe3NL. SL1500 .jpg'}",,Amazon,"Gift Cards', 'Occasions', 'Christmas'",BT00CTOZZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Amazon.com Gift Card in a XOXO Box,4.9,1423,"Gift Card is affixed inside a gift box', 'Gift amount may not be printed on Gift Cards', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier'",,,"{'thumb': 'https://m.media-amazon.com/images/I/51D3GEJ17xL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51D3GEJ17xL.jpg', 'variant': 'MAIN', 'hi res': 'https://m.media-amazon.com/images/I/81GmFZt+R9L. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/511kzA1zEnL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/511kzA1zEnL.jpg', 'variant': 'PT01', 'hi res': 'https://m.media-amazon.com/images/I/91Ko4ISpIAL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51qynSPaiXL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51qynSPaiXL.jpg', 'variant': 'PT02', 'hi res': 'https://m.media-amazon.com/images/I/9175QvNjFYL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51bYPSMzI3L. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51bYPSMzI3L.jpg', 'variant': 'PT03', 'hi res': 'https://m.media-amazon.com/images/I/81V8D8xSCEL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51mLrIO+x+L. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51mLrIO+x+L.jpg', 'variant': 'PT04', 'hi res': 'https://m.media-amazon.com/images/I/81T0faq9r2L. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31OBy4Qil1L. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/31OBy4Qil1L.jpg', 'variant': 'PT05', 'hi res': 'https://m.media-amazon.com/images/I/81LjmOv3O9L. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/411IVEbEMsL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/411IVEbEMsL.jpg', 'variant': 'PT12', 'hi res': None}",,Amazon,"Gift Cards', 'Occasions', ""Valentine's Day""",B077T3F2SX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Amazon.com Gift Card in a Gift Box (Various Thank You Designs),4.9,5017,"Gift Card is nested inside a specialty gift box', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift amount may not be printed on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier'","""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for - even if you don't know what it is. Amazon.com Gift Cards are redeemable for millions of items across Amazon.com. Item delivered is a single physical Amazon.com Gift Card nested inside or with a free gift accessory.""",,"{'thumb': 'https://m.media-amazon.com/images/I/51SccGv92-L. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51SccGv92-L.jpg', 'variant': 'MAIN', 'hi res': 'https://m.media-amazon.com/images/I/81ZAHRE9ULL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41d+zheKjmL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41d+zheKjmL.jpg', 'variant': 'PT01', 'hi res': 'https://m.media-amazon.com/images/I/81kTopKzhtL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41g8ix7qF1L. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/41g8ix7qF1L.jpg', 'variant': 'PT02', 'hi res': 'https://m.media-amazon.com/images/I/71XWfB7feXL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51WGaIPYriL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51WGaIPYriL.jpg', 'variant': 'PT03', 'hi res': 'https://m.media-amazon.com/images/I/81GU8F4Up2L. SL1416 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51RgMFluQoL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51RgMFluQoL.jpg', 'variant': 'PT04', 'hi res': 'https://m.media-amazon.com/images/I/91nJ3yO6CnL. SL1500 .jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51X5WdH777L. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51X5WdH777L.jpg', 'variant': 'PT05', 'hi res': 'https://m.media-amazon.com/images/I/81iV--ZV37L. SL1500 .jpg'}",,Amazon,"Gift Cards', 'Gift Card Recipients', 'For Him'",B07FK97P6N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Sears Gift Card,4.6,139,"Visit one of our 3,000 participating Kmart and Sears locations.', 'Present the gift card for redemption at most any register. See an associate for details ', 'Redemption Instore and Online', 'No returns and no refunds on gift cards.'","With brands like Craftsman, Kenmore, & DieHard, Sears brings the good life to families across America. Redeemable at over 3,000 retail locations and online.'",,"{'thumb': 'https://m.media-amazon.com/images/I/51PtNQwb2cL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51PtNQwb2cL.jpg', 'variant': 'MAIN', 'hi res': None}",,Sears,"Gift Cards', 'Gift Card Categories', 'Automotive & Industrial'",B00911XQGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Adagio Teas Gift Card,4.4,8,"Adagio Teas is a popular destination for tea online, offering farm-fresh artisan teas that surpass anything sold in your local stores.', 'Our superb customer service is highly rated on Yelp and BizRate, winning the coveted Circle of Excellence award eight times.', 'Adagio Teas also offers unique and imaginative teaware items, including modern teapots, cups and travel infusers.', 'Cards are available in many attractive designs, suitable for most gifting occasions.', 'Enjoy free shipping on the purchase of all Adagio Teas gift cards.'",Adagio Teas is a popular online destination for farm-fresh teas and imaginative teaware. We work directly with farmers to import teas of superb quality and utmost freshness. One sip will have you convinced. Enjoy the huge difference in flavor and aroma between our products and those sold in your local stores.',,"{'thumb': 'https://m.media-amazon.com/images/I/31IEDXi1nML. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/31IEDXi1nML.jpg', 'variant': 'MAIN', 'hi res': None}, {'thumb': 'https://m.media-amazon.com/images/I/31XBXGFUPiL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/31XBXGFUPiL.jpg', 'variant': 'PT01', 'hi res': None}",,Adagio Teas,"Gift Cards', 'Gift Card Categories', 'Specialty Cards'",B00CMFWNO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,QuickGifts Jet's Pizza(R) Gift Card ($50),4.8,78,"With over 400 locations - Nationwide!', 'Create your own pizza with your choice of delicious crusts, sauces and premium quality ingredients. You can even Flavorize Your Crust For Free!®'","Jet\'s® is about better pizza. That\'s why we use the highest quality ingredients from dough made fresh daily, fresh cut toppings such as onions and green peppers, premium mozzarella cheese, and sauce made from scratch from the best tomatoes available. We have never skimped on the product or the ingredients and never will. As soon as you taste a fresh, hot slice of our pizza you will notice the difference ... it\'s better than the rest. Jet\'s Pizza® has grown to over 390 stores in 20 states and we continue to commit to quality at each location. While quality and taste is number one, we also strive to make our customers happy with every order we make. So if you\'re hungry for pizza say ""Life is Short. Eat Better Pizza®. Let\'s Get Jet\'s®""'",,"{'thumb': 'https://m.media-amazon.com/images/I/31Uv5ovKfKL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/31Uv5ovKfKL.jpg', 'variant': 'MAIN', 'hi res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51Wi62Mg2bL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51Wi62Mg2bL.jpg', 'variant': 'PT01', 'hi res': None}",,QuickGifts,"Gift Cards', 'Gift Card Categories', 'Restaurants'",B01M3XEWA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift Cards,Darden Restaurants Birthday $50 Gift Card,4.3,14,"Gift cards can be redeemed at any Red Lobster, Olive Garden, LongHorn Steakhouse, Bahama Breeze, Seasons 52, Yard House, or other Darden restaurant in the U.S.', 'Redemption: Instore Only', 'No returns and no refunds on gift cards.'","With over 2,200 restaurants in all 50 states, the Darden family of restaurants features some of the most recognizable and successful brands in full service dining including Olive Garden, LongHorn Steakhouse, Bahama Breeze, Seasons 52, Yard House and Red Lobster among others.'",,"{'thumb': 'https://m.media-amazon.com/images/I/51PQiFoSTNL. SX38 SY50 CR,0,0,38,50 .jpg', 'large': 'https://m.media-amazon.com/images/I/51PQiFoSTNL.jpg', 'variant': 'MAIN', 'hi res': None}",,Darden Restaurants,"Gift Cards', 'Gift Card Categories', 'Restaurants'",B01MDKA0NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
